Chromosome/scaffold name	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name
7	CATG00000094254.1	139933120	139933612	CATG00000094254.1
7	ENSG00000240889.1	140395135	140396915	NDUFB2-AS1
7	CATG00000094268.1	140624891	140626017	CATG00000094268.1
7	ENSG00000261570.1	141198720	141251144	RP11-744I24.2
7	ENSG00000228775.3	141403141	141438030	WEE2-AS1
7	ENSG00000241657.1	142197567	142198065	TRBV11-2
7	CATG00000097338.1	142539612	142552762	CATG00000097338.1
7	ENSG00000231840.1	142728114	142985373	AC073342.12
7	ENSG00000272619.1	143058912	143063301	RP11-563K23.1
7	ENSG00000232533.1	143076784	143078056	AC093673.5
7	ENSG00000229153.1	143104907	143112923	EPHA1-AS1
7	ENSG00000244479.2	143947946	143953342	OR2A1-AS1
7	CATG00000094439.1	144533198	144536319	CATG00000094439.1
7	CATG00000094462.1	145482085	145511940	CATG00000094462.1
7	CATG00000094466.1	145694484	145695931	CATG00000094466.1
7	CATG00000094486.1	146019745	146021821	CATG00000094486.1
7	CATG00000097400.1	148063845	148133859	CATG00000097400.1
7	CATG00000097407.1	148137863	148141633	CATG00000097407.1
7	ENSG00000273314.1	148391830	148395892	RP5-1136G13.2
7	ENSG00000239468.2	148581590	148588586	RN7SL569P
7	CATG00000097424.1	148614968	148638279	CATG00000097424.1
7	ENSG00000252310.1	148638580	148660586	RNY5
7	ENSG00000202354.1	148684667	148687584	RNY3
7	CATG00000094531.1	148726029	148726875	CATG00000094531.1
7	CATG00000094532.1	148762378	148763307	CATG00000094532.1
7	CATG00000094533.1	148787964	148788296	CATG00000094533.1
7	ENSG00000240877.2	148822784	148823394	RN7SL521P
7	CATG00000094544.1	149192294	149193439	CATG00000094544.1
7	ENSG00000197558.7	149470816	149492767	SSPO
7	ENSG00000204934.6	149557734	149570582	ATP6V0E2-AS1
7	CATG00000097465.1	149700105	149700863	CATG00000097465.1
7	ENSG00000240449.1	150059715	150065840	RP4-584D14.5
7	ENSG00000239377.1	150071989	150076188	RP4-584D14.6
7	ENSG00000242258.1	150130807	150139969	LINC00996
7	CATG00000097496.1	150269281	150269936	CATG00000097496.1
7	CATG00000094611.1	150924493	150926087	CATG00000094611.1
7	ENSG00000243836.1	151106321	151109187	WDR86-AS1
7	ENSG00000242048.2	151503436	151504728	RP13-452N2.1
7	ENSG00000239911.1	151574592	151576299	PRKAG2-AS1
7	CATG00000097536.1	151620137	151620833	CATG00000097536.1
7	CATG00000097537.1	151707902	151722656	CATG00000097537.1
7	CATG00000097542.1	152088262	152105898	CATG00000097542.1
7	CATG00000097548.1	152157721	152160754	CATG00000097548.1
7	ENSG00000261455.1	152161278	152162634	LINC01003
7	CATG00000094643.1	152373360	152375329	CATG00000094643.1
7	CATG00000097554.1	152440621	152456751	CATG00000097554.1
7	ENSG00000234722.3	153096997	153111052	AC073236.3
7	ENSG00000273344.1	154794723	154799649	PAXIP1-AS1
7	ENSG00000228521.2	154995380	154996899	AC099552.3
7	CATG00000097572.1	154996351	154998091	CATG00000097572.1
7	ENSG00000225612.1	155055072	155056003	AC099552.2
7	ENSG00000273117.1	155077737	155089368	AC144652.1
7	CATG00000094758.1	155195943	155196504	CATG00000094758.1
7	ENSG00000236544.1	155207038	155249813	AC008060.8
7	ENSG00000182648.7	156264902	156433256	LINC01006
7	CATG00000094789.1	156686087	156688257	CATG00000094789.1
7	CATG00000097625.1	156742513	156743308	CATG00000097625.1
7	ENSG00000243479.3	156803530	156809120	MNX1-AS1
7	CATG00000097632.1	157068991	157069509	CATG00000097632.1
7	ENSG00000233038.1	157647198	157650162	AC011899.9
7	CATG00000094839.1	158497680	158501088	CATG00000094839.1
7	CATG00000094847.1	158622392	158624189	CATG00000094847.1
8	ENSG00000272812.1	182455	183692	RP5-855D21.3
8	CATG00000101370.1	208210	224371	CATG00000101370.1
8	ENSG00000237647.4	687627	860575	ERICH1-AS1
8	CATG00000101393.1	1312986	1321385	CATG00000101393.1
8	CATG00000097753.1	1414984	1415305	CATG00000097753.1
8	CATG00000101401.1	1656288	1693714	CATG00000101401.1
8	ENSG00000253982.1	1706420	1712678	CTD-2336O2.1
8	ENSG00000253764.1	1918852	1921994	RP11-439C15.4
8	ENSG00000253696.2	1919494	1924644	KBTBD11-OT1
8	ENSG00000270988.1	1922048	1923480	RP11-439C15.5
8	ENSG00000254319.1	2519965	2585992	RP11-134O21.1
8	ENSG00000253853.1	2584497	2665895	GS1-57L11.1
8	CATG00000101517.1	4653167	4657119	CATG00000101517.1
8	ENSG00000246089.3	6173674	6264647	RP11-115C21.2
8	ENSG00000249898.3	6477655	6565737	CTD-2541M15.1
8	ENSG00000186530.13	6655897	6693044	XKR5
8	ENSG00000245857.2	6693079	6699979	GS1-24F4.2
8	ENSG00000215374.5	6923718	7212817	FAM66B
8	ENSG00000253893.2	7953876	8085045	FAM85B
8	CATG00000097856.1	8244044	8246412	CATG00000097856.1
8	CATG00000097865.1	8412773	8414105	CATG00000097865.1
8	CATG00000097867.1	8522232	8522896	CATG00000097867.1
8	ENSG00000254340.1	8998928	9001153	RP11-10A14.3
8	ENSG00000248538.2	9045716	9060513	RP11-10A14.5
8	ENSG00000272267.1	9412655	9414048	RP11-375N15.2
8	ENSG00000253230.2	9743614	9760907	LINC00599
8	ENSG00000260093.1	9895356	9912204	RP11-1E4.1
8	ENSG00000253695.1	10697618	10698602	RP11-177H2.2
8	CATG00000097938.1	10708180	10714793	CATG00000097938.1
8	ENSG00000255020.1	11036206	11205009	AF131216.5
8	CATG00000101658.1	11141278	11142248	CATG00000101658.1
8	ENSG00000246477.2	11173373	11182937	AF131216.6
8	CATG00000101665.1	11624645	11627083	CATG00000101665.1
8	CATG00000097970.1	11732651	11733491	CATG00000097970.1
8	CATG00000097971.1	11735459	11736296	CATG00000097971.1
8	ENSG00000255495.1	12051777	12053789	FAM85A
8	ENSG00000254813.1	12620084	12624206	RP11-252C15.1
8	CATG00000097991.1	13004897	13056340	CATG00000097991.1
8	CATG00000101691.1	13214390	13214953	CATG00000101691.1
8	ENSG00000255069.1	13415165	13462125	RP11-145O15.3
8	CATG00000101708.1	15397795	15398065	CATG00000101708.1
8	CATG00000101711.1	15562952	15744818	CATG00000101711.1
8	ENSG00000253496.2	16485717	16612983	RP11-13N12.1
8	CATG00000098035.1	16607178	16634794	CATG00000098035.1
8	CATG00000101747.1	16883291	16884660	CATG00000101747.1
8	CATG00000098042.1	17271126	17271392	CATG00000098042.1
8	ENSG00000253168.1	17549868	17563230	RP11-326L2.1
8	ENSG00000253944.1	17658852	17667920	RP11-156K13.1
8	CATG00000101763.1	17778541	17780124	CATG00000101763.1
8	ENSG00000245281.2	17941941	17945720	CTD-2547L16.1
8	ENSG00000187229.3	18578407	18591915	RP11-161I2.1
8	CATG00000098072.1	18871483	18873215	CATG00000098072.1
8	CATG00000101789.1	18996672	18999040	CATG00000101789.1
8	ENSG00000253557.1	19041183	19093131	RP11-1080G15.1
8	CATG00000098080.1	19073008	19073671	CATG00000098080.1
8	CATG00000101821.1	19805465	19805761	CATG00000101821.1
8	ENSG00000253775.1	19936709	19980275	AC100802.3
8	CATG00000098096.1	20044789	20045064	CATG00000098096.1
8	CATG00000101831.1	20054319	20056172	CATG00000101831.1
8	ENSG00000253164.1	20164454	20168152	RP11-563N12.2
8	ENSG00000254092.1	20809455	20986599	RP11-369E15.3
8	CATG00000098118.1	21040095	21040343	CATG00000098118.1
8	ENSG00000254334.1	21155749	21165685	RP11-24P4.1
8	CATG00000098124.1	21456072	21456285	CATG00000098124.1
8	CATG00000101897.1	22297012	22298472	CATG00000101897.1
8	CATG00000098161.1	22526714	22527620	CATG00000098161.1
8	CATG00000098162.1	22551126	22554943	CATG00000098162.1
8	ENSG00000253125.1	22562757	22568225	RP11-459E5.1
8	ENSG00000248738.2	22735484	22741652	RP11-87E22.2
8	ENSG00000245025.2	22863893	22876857	RP11-875O11.1
8	ENSG00000253616.1	22928889	22931990	RP11-875O11.3
8	ENSG00000246582.2	23082027	23083395	RP11-1149O23.3
8	CATG00000098184.1	23167385	23168202	CATG00000098184.1
8	ENSG00000253837.1	23193707	23199049	RP11-177H13.2
8	ENSG00000253390.1	23315283	23316449	CTC-756D1.2
8	ENSG00000253471.1	23564385	23567055	RP11-175E9.1
8	ENSG00000253535.1	24144668	24245133	RP11-624C23.1
8	ENSG00000272163.1	24750870	24772395	GS1-72M22.1
8	ENSG00000104725.9	24808466	24814126	NEFL
8	ENSG00000272157.1	24812866	24814627	CTD-2168K21.2
8	CATG00000102007.1	25035204	25042032	CATG00000102007.1
8	CATG00000098308.1	27132093	27132717	CATG00000098308.1
8	CATG00000098315.1	27462504	27462910	CATG00000098315.1
8	ENSG00000253690.1	28106612	28196792	RP11-380I10.4
8	CATG00000098333.1	28205968	28207046	CATG00000098333.1
8	ENSG00000246339.4	28547696	28558928	EXTL3-AS1
8	ENSG00000259366.1	28913466	28914202	CTD-2647L4.4
8	CATG00000098358.1	29208490	29209339	CATG00000098358.1
8	CATG00000098361.1	29266215	29268088	CATG00000098361.1
8	CATG00000102076.1	29316311	29316686	CATG00000102076.1
8	ENSG00000253632.1	29351768	29352215	RP11-486M23.1
8	CATG00000102082.1	29386530	29387421	CATG00000102082.1
8	CATG00000098381.1	29495362	29500491	CATG00000098381.1
8	CATG00000098382.1	29512327	29514209	CATG00000098382.1
8	CATG00000098384.1	29522889	29523722	CATG00000098384.1
8	ENSG00000251191.3	29525001	29592791	LINC00589
8	ENSG00000253490.1	29605847	29609813	AC145110.1
8	ENSG00000248964.2	29668393	29712078	RP11-94H18.1
8	ENSG00000272256.1	29940056	29940983	RP11-489E7.4
8	CATG00000098397.1	29949057	29950309	CATG00000098397.1
8	CATG00000102119.1	29951866	29952831	CATG00000102119.1
8	ENSG00000271869.1	30013345	30013761	RP11-51J9.5
8	ENSG00000254109.1	30232905	30242808	RBPMS-AS1
8	ENSG00000104691.10	30585561	30625138	UBXN8
8	ENSG00000253377.1	31064967	31080492	RP11-566H8.3
8	ENSG00000253974.1	31883753	31884556	NRG1-IT1
8	CATG00000098483.1	32785494	32899729	CATG00000098483.1
8	ENSG00000253642.1	33579906	33695773	RP11-317N12.1
8	ENSG00000253452.1	35719847	35724747	RP11-473J6.1
8	CATG00000098547.1	37000598	37000863	CATG00000098547.1
8	ENSG00000253123.2	37182090	37189447	RP11-527N22.1
8	ENSG00000253161.1	37248788	37379027	RP11-150O12.1
8	ENSG00000254290.1	37435112	37457357	RP11-150O12.3
8	CATG00000098556.1	37439083	37440484	CATG00000098556.1
8	CATG00000102214.1	37551394	37554156	CATG00000102214.1
8	CATG00000102219.1	37611183	37619998	CATG00000102219.1
8	ENSG00000241032.2	37757259	37768468	RN7SL709P
8	CATG00000102235.1	37958394	37963295	CATG00000102235.1
8	ENSG00000272092.1	38239948	38240979	RP11-350N15.5
8	CATG00000102242.1	38242559	38243864	CATG00000102242.1
8	ENSG00000253361.1	38397662	38411266	RP11-675F6.3
8	CATG00000098598.1	38470505	38476052	CATG00000098598.1
8	CATG00000102261.1	38755125	38758604	CATG00000102261.1
8	ENSG00000253838.1	39771412	39773240	RP11-44K6.2
8	ENSG00000253133.1	41390562	41435940	RP11-360L9.4
8	CATG00000098664.1	41624194	41629753	CATG00000098664.1
8	ENSG00000207101.1	41655295	41657189	Y_RNA
8	CATG00000098665.1	41685789	41686671	CATG00000098665.1
8	CATG00000098667.1	41909784	41911731	CATG00000098667.1
8	ENSG00000271938.1	41996195	41999123	RP11-589C21.6
8	ENSG00000261449.1	41996500	42010128	RP11-589C21.5
8	ENSG00000253408.1	42090728	42128768	RP11-231D20.2
8	CATG00000098691.1	42698123	42699922	CATG00000098691.1
8	CATG00000102352.1	43092747	43093515	CATG00000102352.1
8	CATG00000098703.1	43092911	43094162	CATG00000098703.1
8	CATG00000102353.1	43094267	43095233	CATG00000102353.1
8	ENSG00000255366.1	48100224	48104888	RP11-1134I14.8
8	CATG00000102375.1	48104817	48173385	CATG00000102375.1
8	CATG00000098744.1	49194606	49238958	CATG00000098744.1
8	CATG00000098748.1	49231117	49232349	CATG00000098748.1
8	CATG00000098754.1	49320557	49322204	CATG00000098754.1
8	CATG00000098750.1	49333283	49333899	CATG00000098750.1
8	CATG00000102395.1	49340793	49343177	CATG00000102395.1
8	ENSG00000253140.1	49425849	49430632	RP11-567J20.3
8	ENSG00000233858.4	49468871	49511999	AC026904.1
8	CATG00000098782.1	49831199	49831535	CATG00000098782.1
8	ENSG00000253474.1	50081077	50105821	RP11-10H3.1
8	CATG00000098792.1	50219669	50222847	CATG00000098792.1
8	CATG00000098831.1	52307790	52310090	CATG00000098831.1
8	CATG00000102429.1	52801322	52802556	CATG00000102429.1
8	ENSG00000228801.5	52811885	52819520	RP11-110G21.1
8	ENSG00000271555.1	53625938	53642358	CTD-3214K23.1
8	ENSG00000237807.3	54333635	54436523	RP11-400K9.4
8	CATG00000102454.1	54730992	54732090	CATG00000102454.1
8	CATG00000098861.1	54754163	54755282	CATG00000098861.1
8	CATG00000098865.1	54935075	54935575	CATG00000098865.1
8	CATG00000102464.1	55046899	55047712	CATG00000102464.1
8	CATG00000102466.1	55117547	55140801	CATG00000102466.1
8	ENSG00000254142.2	55466872	55490668	RP11-53M11.3
8	CATG00000098907.1	56025149	56031267	CATG00000098907.1
8	CATG00000102485.1	56755032	56755302	CATG00000102485.1
8	CATG00000102491.1	56887013	56888313	CATG00000102491.1
8	ENSG00000253603.1	56985615	56985818	CTA-397H3.3
8	ENSG00000254254.1	57358383	57464626	RP11-17A4.2
8	ENSG00000246430.2	57406506	57472056	LINC00968
8	ENSG00000253301.1	58055223	58153919	RP11-513O17.2
8	CATG00000098972.1	58333445	58335953	CATG00000098972.1
8	ENSG00000253821.1	58375261	58384630	RP11-246K15.1
8	ENSG00000254139.1	58658687	58662758	CTD-2339F6.1
8	ENSG00000253281.2	59168329	59184660	RP11-716D16.1
8	CATG00000098986.1	59309432	59311921	CATG00000098986.1
8	CATG00000102521.1	59323361	59323827	CATG00000102521.1
8	CATG00000098989.1	59507558	59508663	CATG00000098989.1
8	ENSG00000167912.5	60029950	60034430	RP11-25K19.1
8	ENSG00000251396.2	61297146	61429332	RP11-163N6.2
8	ENSG00000254869.1	61558957	61564832	RP11-91I20.2
8	ENSG00000254777.1	61822265	61854218	AC022182.1
8	ENSG00000254802.1	61875637	61880333	AC022182.3
8	CATG00000099068.1	62634209	62636932	CATG00000099068.1
8	ENSG00000251127.2	62671302	62673909	RP11-280G9.1
8	CATG00000099071.1	62673246	62674692	CATG00000099071.1
8	ENSG00000254119.1	62679901	62681862	RP11-705O24.1
8	CATG00000099115.1	63951481	63955955	CATG00000099115.1
8	ENSG00000270673.1	64078053	64081022	YTHDF3-AS1
8	CATG00000099118.1	64079061	64079400	CATG00000099118.1
8	ENSG00000253554.1	64599736	65281134	RP11-32K4.1
8	ENSG00000253762.1	64615758	64621724	RP11-579E24.2
8	ENSG00000254377.1	65285865	65291388	LINC00966
8	ENSG00000254102.1	65486862	65489776	RP11-21C4.1
8	ENSG00000254006.1	65713792	65730157	RP11-1D12.2
8	ENSG00000254081.1	66438672	66474887	CTD-3025N20.2
8	CATG00000099187.1	66546667	66548153	CATG00000099187.1
8	ENSG00000272192.1	66754854	66755333	CTD-2532N20.1
8	CATG00000102654.1	66851908	66863960	CATG00000102654.1
8	CATG00000099192.1	66862683	66864748	CATG00000099192.1
8	CATG00000102657.1	66898915	66934568	CATG00000102657.1
8	CATG00000102658.1	67016898	67025450	CATG00000102658.1
8	ENSG00000253190.2	67025521	67027440	AC084082.3
8	ENSG00000253138.1	67104327	67105522	LINC00967
8	ENSG00000246145.1	67111200	67342299	RP11-346I3.4
8	CATG00000099212.1	67525807	67526410	CATG00000099212.1
8	CATG00000102685.1	67624473	67625475	CATG00000102685.1
8	CATG00000102686.1	67696120	67698174	CATG00000102686.1
8	ENSG00000245910.4	67833918	67837776	SNHG6
8	CATG00000102692.1	68097210	68098652	CATG00000102692.1
8	ENSG00000271966.1	68255679	68287646	RP11-7F18.2
8	ENSG00000254337.1	69731188	69770354	RP11-865I6.2
8	ENSG00000253658.1	69824037	70016436	RP11-600K15.1
8	CATG00000099244.1	69901609	69971634	CATG00000099244.1
8	ENSG00000253373.1	70088208	70090726	RP11-21C17.1
8	CATG00000102716.1	70602176	70602503	CATG00000102716.1
8	ENSG00000246528.3	70746356	70749538	RP11-159H10.3
8	CATG00000099273.1	71316138	71316666	CATG00000099273.1
8	ENSG00000253967.1	71383340	71384702	RP11-333A23.4
8	CATG00000099394.1	74659346	74660763	CATG00000099394.1
8	CATG00000102810.1	74758885	74762959	CATG00000102810.1
8	CATG00000099396.1	74791280	74793648	CATG00000099396.1
8	ENSG00000253115.1	75015725	75018979	RP11-6I2.4
8	CATG00000099437.1	76034597	76035565	CATG00000099437.1
8	ENSG00000270866.1	77316317	77317326	RP11-706J10.2
8	ENSG00000271167.1	77316317	77319373	RP11-706J10.3
8	ENSG00000254300.1	77318796	77422665	RP11-706J10.1
8	ENSG00000253661.1	77403434	77595406	ZFHX4-AS1
8	CATG00000099461.1	77912390	77914218	CATG00000099461.1
8	ENSG00000254366.2	78311312	78335060	RP11-38H17.1
8	ENSG00000254266.1	79238598	79578217	RP11-594N15.2
8	ENSG00000253659.1	80209932	80212281	RP11-1114I9.1
8	ENSG00000272138.1	80680296	80715077	RP11-27N21.3
8	ENSG00000249328.2	80681062	80706026	RP11-26J3.1
8	ENSG00000251867.2	81395442	81399737	Y_RNA
8	ENSG00000253214.1	82066534	82071318	RP11-1149M10.2
8	CATG00000099560.1	82146873	82147416	CATG00000099560.1
8	ENSG00000254027.1	82187388	82193066	RP11-363E6.3
8	CATG00000099588.1	83354647	83355123	CATG00000099588.1
8	ENSG00000253503.1	83426802	83589412	RP11-653B10.1
8	CATG00000103028.1	84567996	84605746	CATG00000103028.1
8	ENSG00000254202.1	84824930	84882871	RP11-120I21.2
8	CATG00000099602.1	85208886	85211240	CATG00000099602.1
8	ENSG00000253549.1	86352837	86376049	RP11-317J10.2
8	ENSG00000253154.1	86851933	86861138	CTA-392E5.1
8	ENSG00000254231.1	87344830	87355429	CTD-2284J15.1
8	ENSG00000253500.1	88550665	88746082	AF121898.3
8	ENSG00000253553.1	89340014	89341696	RP11-586K2.1
8	CATG00000103072.1	89818677	90190568	CATG00000103072.1
8	CATG00000103094.1	90070676	90072513	CATG00000103094.1
8	CATG00000103117.1	90328092	90377872	CATG00000103117.1
8	CATG00000103135.1	90527444	90534181	CATG00000103135.1
8	ENSG00000251136.4	90558147	90769903	RP11-37B2.1
8	CATG00000103151.1	90848001	90849480	CATG00000103151.1
8	CATG00000099735.1	90849529	90851083	CATG00000099735.1
8	ENSG00000253394.1	91233727	91282456	LINC00534
8	ENSG00000253799.1	91605031	91618291	LINC01030
8	ENSG00000254251.1	91818004	91871565	RP11-662G23.1
8	ENSG00000253738.1	92060886	92082325	GS1-251I9.4
8	ENSG00000253177.1	93681087	93689911	RP11-100L22.1
8	ENSG00000248858.3	93725189	93889865	RP11-100L22.2
8	ENSG00000246662.2	94358694	94712705	LINC00535
8	ENSG00000253848.1	94753429	94754771	RP11-10N23.5
8	ENSG00000264448.2	94875415	94928867	MIR378D2
8	CATG00000103240.1	95245984	95246693	CATG00000103240.1
8	ENSG00000253704.1	95565958	95567349	RP11-267M23.4
8	ENSG00000261437.1	95639194	95652973	RP11-22C11.2
8	CATG00000103254.1	95728640	95732516	CATG00000103254.1
8	ENSG00000253878.1	95961796	95963624	RP11-347C18.3
8	ENSG00000245080.4	96077792	96085414	MIR3150B
8	ENSG00000253773.1	96281062	96282552	KB-1047C11.2
8	CATG00000103269.1	96739373	96861108	CATG00000103269.1
8	ENSG00000254224.1	97247879	97251544	KB-1043D8.6
8	ENSG00000253105.1	97379499	97398876	KB-1448A5.1
8	CATG00000103325.1	98652891	98656310	CATG00000103325.1
8	CATG00000103331.1	98783818	98787954	CATG00000103331.1
8	ENSG00000245970.2	99053954	99056349	KB-1208A12.3
8	CATG00000099942.1	99379625	99380212	CATG00000099942.1
8	CATG00000099945.1	99479021	99489427	CATG00000099945.1
8	CATG00000103352.1	99814963	99823758	CATG00000103352.1
8	ENSG00000253948.1	100008159	100025257	RP11-410L14.2
8	CATG00000103357.1	100667568	100794950	CATG00000103357.1
8	ENSG00000202310.1	101170265	101171203	Y_RNA
8	CATG00000103369.1	101462978	101464335	CATG00000103369.1
8	CATG00000099974.1	101733929	101734296	CATG00000099974.1
8	CATG00000099982.1	101914045	101915719	CATG00000099982.1
8	CATG00000099985.1	101920388	101924456	CATG00000099985.1
8	CATG00000103390.1	101993271	102015939	CATG00000103390.1
8	ENSG00000248599.1	102064242	102064777	RP11-302J23.1
8	ENSG00000253395.1	102116009	102139116	KB-1460A1.1
8	ENSG00000202360.1	102150183	102150541	RN7SKP249
8	ENSG00000261087.1	102179032	102181720	KB-1460A1.5
8	ENSG00000271882.1	102217069	102217527	KB-1410C5.5
8	ENSG00000254024.1	102473369	102504848	KB-1562D12.1
8	CATG00000103428.1	102953242	102959036	CATG00000103428.1
8	ENSG00000246263.2	103251621	103264402	KB-431C1.4
8	CATG00000100023.1	103425175	103426849	CATG00000100023.1
8	ENSG00000253669.3	103818850	103826421	KB-1732A1.1
8	CATG00000103478.1	103821433	103822696	CATG00000103478.1
8	CATG00000103482.1	103989897	103990940	CATG00000103482.1
8	ENSG00000254281.1	103991117	104012412	KB-1507C5.4
8	CATG00000103484.1	104089185	104090045	CATG00000103484.1
8	ENSG00000250929.2	104092484	104148399	KB-1639H6.4
8	ENSG00000247081.3	104165746	104184331	RP11-318M2.2
8	ENSG00000253477.1	104492961	104511776	RP11-1C8.4
8	ENSG00000251003.3	106792473	107072722	RP11-152P17.2
8	CATG00000100135.1	107095432	107095967	CATG00000100135.1
8	ENSG00000254615.2	107282472	107284434	RP11-395G23.3
8	ENSG00000253582.1	107532496	107669776	RP11-649G15.2
8	CATG00000100171.1	107904191	107905537	CATG00000100171.1
8	CATG00000100194.1	109261100	109263688	CATG00000100194.1
8	CATG00000103544.1	109304215	109304661	CATG00000103544.1
8	CATG00000100233.1	110987713	111654819	CATG00000100233.1
8	ENSG00000253877.1	111939026	112052618	RP11-946L20.2
8	ENSG00000253434.1	112388866	112482846	RP11-1101K5.1
8	CATG00000103600.1	112575804	112834909	CATG00000103600.1
8	ENSG00000254339.1	115294310	115300225	RP11-267L5.1
8	CATG00000103647.1	116067411	116068274	CATG00000103647.1
8	CATG00000100377.1	116440194	116488238	CATG00000100377.1
8	CATG00000100379.1	116588834	116590248	CATG00000100379.1
8	ENSG00000249917.2	117132901	117416004	LINC00536
8	CATG00000100391.1	117168008	117183598	CATG00000100391.1
8	ENSG00000253672.1	117271520	117416004	RP11-536K17.1
8	CATG00000100401.1	117614826	117615251	CATG00000100401.1
8	CATG00000100404.1	117768193	117769347	CATG00000100404.1
8	CATG00000103723.1	117943706	117950670	CATG00000103723.1
8	CATG00000100452.1	119124227	119125033	CATG00000100452.1
8	CATG00000100509.1	120845136	120847116	CATG00000100509.1
8	CATG00000100510.1	120867727	120869614	CATG00000100510.1
8	ENSG00000253619.1	121925303	121949441	RP11-369K17.1
8	ENSG00000248690.2	122651585	122652359	HAS2-AS1
8	ENSG00000254303.1	122966167	123440796	RP11-398G24.2
8	ENSG00000253819.1	123390792	123683824	RP11-973F15.1
8	ENSG00000255364.1	123414623	123580921	RP11-94A24.1
8	ENSG00000255325.2	123497778	123683824	RP11-96B2.1
8	ENSG00000272384.1	123789842	123793828	RP11-44N11.2
8	CATG00000100625.1	124286950	124288552	CATG00000100625.1
8	ENSG00000253868.2	125056810	125183770	FER1L6-AS2
8	ENSG00000214803.3	125202448	125210143	RP11-37N22.1
8	ENSG00000253227.1	125283972	125284390	RP11-383J24.1
8	ENSG00000245149.3	125465196	125486805	RNF139-AS1
8	CATG00000100696.1	125740861	125745385	CATG00000100696.1
8	CATG00000100699.1	125763969	125813858	CATG00000100699.1
8	CATG00000100701.1	125774443	125775169	CATG00000100701.1
8	ENSG00000255491.1	125823859	125827993	RP11-1082L8.4
8	CATG00000100705.1	125827300	125828972	CATG00000100705.1
8	ENSG00000255080.1	125844472	125852766	RP11-1082L8.3
8	ENSG00000249816.2	125860576	125963419	LINC00964
8	CATG00000103964.1	126435834	126442036	CATG00000103964.1
8	ENSG00000253111.1	126522444	126523325	RP11-136O12.2
8	CATG00000103991.1	126709159	126711130	CATG00000103991.1
8	ENSG00000245164.2	126871964	126963394	LINC00861
8	ENSG00000254010.1	127569115	127569678	RP11-103H7.5
8	ENSG00000254286.1	127570120	127629986	RP11-89K10.1
8	CATG00000100755.1	127570872	127572720	CATG00000100755.1
8	ENSG00000253438.2	127889135	128196619	PCAT1
8	CATG00000100806.1	128113193	128117635	CATG00000100806.1
8	ENSG00000247844.1	128220110	128231331	CCAT1
8	ENSG00000246228.2	128299754	128306973	CASC8
8	ENSG00000249375.3	128686127	128748143	CASC11
8	ENSG00000249859.3	128806786	128867565	PVT1
8	CATG00000104065.1	129159787	129163549	CATG00000104065.1
8	CATG00000104066.1	129178782	129180088	CATG00000104066.1
8	CATG00000100857.1	129180245	129181814	CATG00000100857.1
8	ENSG00000201782.1	129232749	129233049	RN7SKP226
8	CATG00000104085.1	129646444	129978247	CATG00000104085.1
8	ENSG00000250400.3	130031047	130253490	LINC00977
8	ENSG00000229140.4	130355786	130560932	CCDC26
8	CATG00000104120.1	131002056	131004188	CATG00000104120.1
8	CATG00000100975.1	132051552	132089502	CATG00000100975.1
8	ENSG00000253507.1	132320861	132329830	CTD-2501M5.1
8	CATG00000104158.1	132839040	132839882	CATG00000104158.1
8	CATG00000100994.1	132869265	132870322	CATG00000100994.1
8	CATG00000104164.1	132916389	132916695	CATG00000104164.1
8	CATG00000101030.1	134309767	134310655	CATG00000101030.1
8	ENSG00000261220.2	134584443	134586104	RP11-629O1.2
8	CATG00000104225.1	134675998	134696354	CATG00000104225.1
8	CATG00000104227.1	134759259	134765178	CATG00000104227.1
8	CATG00000104230.1	134908195	134911584	CATG00000104230.1
8	CATG00000101053.1	134931976	134933279	CATG00000101053.1
8	ENSG00000259820.1	135793327	135817119	AC083843.1
8	ENSG00000254028.1	135844752	135845443	AC083843.2
8	ENSG00000254372.1	136463309	136469570	RP11-343P9.1
8	CATG00000101116.1	136728530	136730918	CATG00000101116.1
8	ENSG00000253839.1	137501675	137542119	RP11-431D12.1
8	ENSG00000254361.1	138864570	138941287	RP11-238K6.2
8	ENSG00000259891.1	141485894	141521753	CTA-204B4.2
8	CATG00000101220.1	142011544	142012556	CATG00000101220.1
8	CATG00000101223.1	142087702	142096557	CATG00000101223.1
8	ENSG00000253210.1	142132775	142138404	RP11-809O17.1
8	CATG00000101238.1	142384320	142386214	CATG00000101238.1
8	ENSG00000271959.1	142426228	142448628	CTD-3064M3.7
8	CATG00000101241.1	142591784	142591988	CATG00000101241.1
8	ENSG00000254008.1	143279714	143290364	LINC00051
8	ENSG00000261693.1	143484674	143485209	RP13-467H17.1
8	CATG00000101272.1	143697004	143704576	CATG00000101272.1
8	ENSG00000234616.4	143722247	143751385	JRK
8	ENSG00000253741.1	143769636	143808418	CTD-2292P10.4
8	CATG00000101283.1	143859058	143859640	CATG00000101283.1
8	ENSG00000247317.3	144060068	144099812	RP11-273G15.2
8	ENSG00000253716.1	144362330	144363846	RP13-582O9.5
8	ENSG00000272172.1	144372382	144373526	RP13-582O9.7
8	ENSG00000254389.2	144440002	144450735	RHPN1-AS1
8	ENSG00000254338.1	144488691	144510303	RP11-909N17.3
8	ENSG00000254144.2	144623795	144624568	7SK
8	CATG00000104442.1	144638970	144640439	CATG00000104442.1
